Date,restaurant_id,Churn Reasons,Churn Remarks,New Remarks
29-Apr-25,51393,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
29-Apr-25,129158,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
29-Apr-25,143304,Permanently Closed (Outlet/brand),"Due to low sales over the location, operation is closed","Due to low sales over the location, operation is closed"
29-Apr-25,138570,Permanently Closed (Outlet/brand),"All outlets are permaneneltly closed. The Brand is not performing well in Market,Unable to connect with owner","All outlets are permaneneltly closed. The Brand is not performing well in Market,Unable to connect with owner"
29-Apr-25,123834,Permanently Closed (Outlet/brand),"All outlets are permaneneltly closed. The Brand is not performing well in Market,Unable to connect with owner","All outlets are permaneneltly closed. The Brand is not performing well in Market,Unable to connect with owner"
29-Apr-25,329181,Permanently Closed (Outlet/brand),Outlet deleted by the owner on 12 Jun 2025,Outlet deleted by the owner on 12 Jun 2025
29-Apr-25,90766,Permanently Closed (Outlet/brand),They have shifted to handheld devices by petpooja (imin). Previously option of bill settlement was not available in the captain app. Hence they have multiple devices. They do not want to change the process so keeping the devices instead of captain app.,They have shifted to handheld devices by petpooja  (imin).  Previously option of bill settlement was not available in the captain app. Hence they have multiple devices. They do not want to change the process so keeping the devices instead of captain app.
29-Apr-25,115648,Permanently Closed (Outlet/brand),They have shifted to handheld devices by petpooja (imin). Previously option of bill settlement was not available in the captain app. Hence they have multiple devices. They do not want to change the process so keeping the devices instead of captain app.,They have shifted to handheld devices by petpooja  (imin).  Previously option of bill settlement was not available in the captain app. Hence they have multiple devices. They do not want to change the process so keeping the devices instead of captain app.
29-Apr-25,90769,Permanently Closed (Outlet/brand),They have shifted to handheld devices by petpooja (imin). Previously option of bill settlement was not available in the captain app. Hence they have multiple devices. They do not want to change the process so keeping the devices instead of captain app.,They have shifted to handheld devices by petpooja  (imin).  Previously option of bill settlement was not available in the captain app. Hence they have multiple devices. They do not want to change the process so keeping the devices instead of captain app.
29-Apr-25,129196,Permanently Closed (Outlet/brand),Due to low sales and rental issues the outlets are closed,Due to low sales and rental issues the outlets are closed
29-Apr-25,61646,Event Account / Demo Account,This is an Event id,This is an Event id
29-Apr-25,338227,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
29-Apr-25,81693,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
29-Apr-25,317063,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
29-Apr-25,131529,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
29-Apr-25,102260,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
29-Apr-25,138286,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
29-Apr-25,324138,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
29-Apr-25,102277,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
29-Apr-25,338821,Permanently Closed (Outlet/brand),Outlet deleted by the onwer on 27 Oct 2025,Outlet deleted by the onwer on 27 Oct 2025
29-Apr-25,80447,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
29-Apr-25,156390,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
29-Apr-25,128103,Permanently Closed (Outlet/brand),The franchises has been closed,The franchises has been closed
29-Apr-25,41448,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
29-Apr-25,88575,Permanently Closed (Outlet/brand),No Record Found in admin,No Record Found in admin
29-Apr-25,58030,Permanently Closed (Outlet/brand),As this outlet was in airport the brand has closed multiple different outlets located in the Airport.,As this outlet was in airport the brand has closed multiple different outlets located in the Airport.
29-Apr-25,324012,Permanently Closed (Outlet/brand),This was partnership outlet. They have dissolved the partnership and wants to remove from their dashbaord.,This was partnership outlet. They have dissolved the partnership and wants to remove from their dashbaord.
29-Apr-25,327272,Permanently Closed (Outlet/brand),Due to low sales and rental issues the outlets are closed,Due to low sales and rental issues the outlets are closed
29-Apr-25,111733,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
29-Apr-25,86916,Permanently Closed (Outlet/brand),Outlet created for festival events,Outlet created for festival events
29-Apr-25,99548,Permanently Closed (Outlet/brand),Outlet is closed permanently.,Outlet is closed permanently.
29-Apr-25,333404,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed
29-Apr-25,157755,Permanently Closed (Outlet/brand),The brand owner sold the brand,The brand owner sold the brand
29-Apr-25,341417,Event Account / Demo Account,Outlet created for festival events,Outlet created for festival events
29-Apr-25,53972,Permanently Closed (Outlet/brand),"Even though my multiple attempts, we are unable to connect with the brand","Even though my multiple attempts, we are unable to connect with the brand"
29-Apr-25,81141,Permanently Closed (Outlet/brand),franchisee outlet closed temporarily,franchisee outlet closed temporarily
29-Apr-25,65541,Temporarily Closed (Renovation / Relocation/Internet issue),franchisee outlet closed temporarily,franchisee outlet closed temporarily
29-Apr-25,336409,Permanently Closed (Outlet/brand),franchisee outlet closed temporarily,franchisee outlet closed temporarily
29-Apr-25,338282,Permanently Closed (Outlet/brand),Franchised closed,Franchised closed
29-Apr-25,341428,Permanently Closed (Outlet/brand),Outlet closed,Outlet closed
29-Apr-25,353141,Permanently Closed (Outlet/brand),Outlets are closed,Outlets are closed
29-Apr-25,142633,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
29-Apr-25,147873,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
29-Apr-25,137505,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
29-Apr-25,321731,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
29-Apr-25,319174,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
29-Apr-25,326160,Ownership Transferred,Ownership Transferred,Ownership Transferred
29-Apr-25,146465,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
